Height,Width,Depth,Hazardous
7.384209853,6.357437447,3.343875674,1
4.191849615,2.923776675,7.897916445,0
6.35864335,2.05638839,3.400105643,0
4.535312057,1.690884398,5.859957221,0
2.41783938,5.979481333,4.094362509,0
6.019971056,4.19352342,3.547289131,0
6.376538751,3.793959229,6.348512332,0
5.944639317,5.311671295,6.429931178,1
2.341368953,1.929390768,3.181767941,0
3.085298607,1.564491248,2.822984342,1
3.275918865,5.642361791,5.780636046,0
5.003133644,6.554786293,6.072587272,1
7.177440678,3.613565042,6.017107715,1
7.139723635,6.592210056,4.062632525,1
3.70096776,6.67433346,2.078943745,0
6.164405084,7.052314131,1.754079345,0
6.574235549,3.959249054,4.327325994,0
6.069130225,1.671105265,7.51300681,0
3.698070122,7.178158889,3.066282497,0
3.087065978,3.020688715,4.174384403,0
1.402298067,3.135757555,5.631509694,1
5.71585075,6.712736224,3.908909208,0
2.385943488,5.108218847,1.460193104,0
5.375755294,5.639164573,1.727453375,1
1.967279884,5.510929045,7.566830093,0
3.611549644,2.597888322,7.574205497,1
3.19862883,5.269434243,7.375961615,0
6.706294299,4.404405533,2.011928142,0
3.578226679,5.060133948,2.397581888,1
4.077508884,6.688704071,5.63346304,1
4.073406192,4.463706974,2.760282889,0
5.212798,1.574232633,6.85396204,0
3.827348554,4.246599474,2.272672591,0
7.708227967,5.188602455,7.635580009,1
7.795375746,7.397148858,4.119878612,1
7.401696163,1.336173401,7.03910505,0
1.580115958,6.726667697,3.157205411,0
4.338017277,1.61351379,7.168922665,0
3.373946861,2.896775604,4.813889804,0
5.714050698,6.93188478,5.460541522,1
5.455401616,7.43095999,1.212669809,1
7.014946802,1.574290286,3.865094879,0
7.637990974,4.902954768,4.940908992,1
5.017769461,1.299104187,1.980698324,0
4.746883389,2.826223737,4.543458472,1
7.5918611,2.315749731,4.955687301,0
7.246486065,4.971920232,1.383126697,0
3.872144371,1.459770496,5.964319035,1
1.350215232,4.062839833,5.261009457,1
6.447885063,4.871717717,2.059618868,1
7.481729728,4.781405556,4.6533833,0
3.642340455,2.781449106,6.553187386,0
2.714446962,2.156251061,3.861761942,1
1.61345136,6.094467545,3.211033558,1
3.737759478,2.443105022,4.46309333,0
2.277929977,5.105258683,5.542510029,0
1.935373493,7.394821843,5.549037279,0
2.802240394,2.448766204,4.516118088,0
4.872729335,6.822720101,5.44920387,1
2.036484935,3.162361224,3.539791821,0
7.740277769,2.318957366,3.331080106,0
7.611660152,4.632613022,1.288525793,0
7.946000559,2.288249343,7.124753062,0
5.943473994,2.569946759,4.629955065,0
1.98544849,7.703100945,4.398003071,0
1.062878369,2.351800341,1.917285775,0
5.80546877,7.80310171,4.12192393,1
5.768527342,7.515055311,2.520656097,0
7.422576177,2.529764157,6.793011279,0
3.858948499,3.514762988,6.61617587,1
3.957075731,1.674842158,6.875879254,0
4.761240573,7.071152925,7.727814838,1
3.895525242,7.969538557,2.692281943,0
1.68351261,5.004799085,6.607865622,0
3.661873482,5.135669517,2.125799292,0
2.386004043,5.902322034,3.050531069,0
6.075169584,5.01850144,2.68148994,1
1.077063287,2.142970154,5.205194552,0
7.43200432,4.712413643,1.838895557,0
7.301601139,4.494427121,5.323704703,1
6.279077051,7.439779996,1.262080985,1
7.663452705,4.167681046,5.380317575,1
5.379109646,3.967859283,5.35365349,0
5.591653648,1.539322484,4.390230541,0
3.669629323,7.494399779,4.096183093,0
1.459239447,3.191626822,1.882887011,0
5.836165953,3.88876253,6.178192953,0
1.892387071,3.763501065,5.987027392,0
3.03922963,5.852902709,4.495366069,0
5.425546236,5.145349766,2.93534349,0
3.730167984,2.054799808,5.61152978,0
1.492979619,3.396969307,1.832283548,0
7.045010516,4.973767715,3.169486866,1
3.696331449,6.319575427,5.345717757,1
5.695320936,7.195420173,2.179503098,0
1.148374116,6.170933195,4.096247637,0
5.166601325,4.04569598,6.472281277,0
2.933688128,1.143275667,3.357304641,0
3.793888335,7.301134859,6.43695242,0
2.020708007,1.87526792,1.837635257,0
6.768572099,7.977643753,1.290392089,0
1.982869179,1.452359969,3.225356565,0
7.363332606,6.788189979,6.668856842,1
7.29947368,3.492016542,6.776852079,1
2.346444777,3.812807693,1.2665851,1
4.726031847,7.769607818,6.735146511,1
4.654873184,4.76900905,4.372458142,1
2.122350117,5.413227221,2.585147946,0
4.636969124,3.325185088,3.425280118,0
2.571524565,1.720451293,1.999938966,0
2.970583932,7.89725275,4.143365561,0
4.525813059,5.685855158,1.571801553,0
2.112724542,1.01081008,7.044588357,0
7.444415175,3.56120987,4.78546431,1
4.493206218,4.72564208,1.732898882,0
5.30740854,4.887259379,7.185305254,0
6.207516139,4.806949669,3.76722905,0
5.317727476,4.848344081,1.871758638,1
7.510987322,5.091579495,7.96265259,1
1.562649262,1.438856022,7.483412418,0
1.196848338,1.417466028,1.487640301,0
4.790699281,7.281469753,7.12089587,1
2.688417982,5.099119998,2.858253668,0
5.513862654,6.774586196,5.370759526,0
3.644157594,5.021009298,4.385390481,0
1.327975807,3.347537979,4.665536097,0
1.336983495,7.271416037,5.054689887,0
7.739898847,1.481966938,7.025151302,0
2.585267253,5.897851081,3.07837718,0
1.079754987,1.382845742,3.032292532,0
2.529329467,7.073704692,3.765750114,0
1.391562981,6.760350917,3.157575165,0
2.644805028,2.18409836,7.025952584,0
3.81887389,6.711485814,3.990553116,0
1.100131052,4.153479569,3.99798575,0
3.532342179,2.763931672,3.847194412,0
5.091498179,5.032183505,5.195153211,1
5.240556168,5.785433175,5.00944771,0
2.846030292,5.250907562,5.508967377,0
5.72604074,5.709359899,6.842884311,0
7.550643512,2.707294996,5.606060124,0
1.025139845,7.670468574,4.804704396,0
6.508798224,7.513169661,5.821731729,1
6.648532028,5.896921285,1.332010732,0
1.511268692,2.892421662,4.65249085,0
4.968995125,7.81347302,6.619096587,0
4.774335922,1.372610705,2.67484363,0
1.963726086,5.190982305,7.796169697,0
2.934328543,5.594368198,4.337365408,0
3.462904548,6.408655716,1.044317099,0
6.689636654,6.227827902,2.173675535,1
2.200789437,6.891241794,7.473989558,0
4.648134649,6.792133511,4.76043106,1
6.352359897,4.282012642,5.841953452,1
3.021289532,2.204054493,3.547700499,0
4.057448212,7.880723378,6.289123339,1
5.686155305,3.813689323,4.170309358,0
1.258466475,6.363130811,2.99763286,0
4.924524444,1.644118823,1.951049363,0
7.52668266,7.267845922,6.7935992,1
4.042357444,6.606150332,3.719913907,0
7.553628318,5.405363459,6.554633348,1
7.848118396,5.451762166,1.965405149,1
5.737336021,7.312743724,4.5430391,1
3.087882268,6.737054367,3.397459261,0
2.457773762,4.492540536,6.979897316,1
3.232275002,6.0994811,5.906096999,0
6.980624779,6.466690808,6.311244832,1
1.427419348,2.90220556,5.164983571,1
2.274322739,6.002066613,4.314775058,1
4.386856207,4.999026446,6.708526775,1
3.367985019,7.240476939,7.442765863,1
6.693538886,1.197184128,5.810496531,0
7.09302736,5.752985291,5.990036837,0
1.134128952,5.84749282,4.812094133,0
6.773237275,4.997280902,3.935524925,0
3.808879467,6.835915723,6.886554003,0
5.704408018,3.063660253,1.457878358,0
1.830705509,2.334105354,7.183196895,0
4.334970376,2.183668633,6.072031175,0
7.477379746,1.114370965,1.565938777,0
5.023875392,1.802645977,1.703231313,1
7.389261058,1.447306475,6.696901875,0
6.287113469,6.638111436,1.856645335,0
5.416999469,1.929801853,6.471923793,0
6.560944553,1.631605865,2.41422247,0
7.464825236,7.248859052,6.788172573,1
2.151281668,6.136917226,1.151525025,0
2.350187611,4.509723643,2.272089978,1
1.683498658,2.936258813,4.405711741,0
6.803765768,1.755272801,7.944002346,0
6.641047705,6.929183977,2.286218064,0
2.954889904,5.975542029,1.033179138,0
4.143207053,6.636761158,1.827092682,0
5.381150951,1.101586853,4.519165549,0
3.596449913,2.775383416,3.288482383,0
3.676232639,3.817112535,4.829059006,0
7.401366135,3.321237979,5.982547992,1
3.732084283,7.069805447,4.083511935,0
1.492056316,2.224867477,4.759566018,0
5.952546275,3.5640889,6.409121937,0
5.850977697,1.194547061,6.071154232,0
1.673031031,7.328897277,4.845492981,0
1.258322607,6.887532043,2.728699526,0
3.806580846,7.745892604,2.527878603,1
1.080760577,5.311740073,5.491118672,0
4.975237111,1.850056287,7.445145492,0
7.614649481,7.477549725,7.562527532,1
3.403115241,1.872210139,3.690888553,1
2.711487959,4.892556744,2.02128168,0
4.791738842,2.261671435,6.105056777,0
1.823930646,7.918023394,4.407185878,0
3.624359186,5.910520581,2.767797938,0
3.292577818,2.782851656,6.794569479,0
7.630440258,6.587143535,2.012192614,0
7.374024386,3.620061768,5.161831618,0
6.337113008,7.206864251,2.906176502,1
6.306524413,1.955756585,7.584239036,1
7.989435841,7.321763626,2.01704384,0
5.062809833,7.316437001,7.376604231,1
2.49298927,7.012835509,5.921140461,0
1.934863289,4.723284253,2.936346178,0
6.545976213,6.784381238,1.42224022,0
7.873340861,7.545688908,5.942427072,1
7.874341548,4.954218008,2.147413056,1
1.878104326,3.761596809,2.237621721,1
5.327996008,2.310631749,4.576000478,0
7.00730763,7.184496931,3.369849146,0
1.975712751,2.637090279,1.301841201,0
3.56606365,7.610287723,6.90205799,1
2.09991159,5.607506567,3.147731178,0
4.13487884,2.116726587,4.369931196,1
4.401122055,7.677050419,3.661487617,0
7.651421283,2.087157821,5.60613441,1
7.333277161,7.691958588,7.376029495,0
7.581152912,5.566423753,6.586873896,1
6.414452656,1.189292477,3.788675766,0
1.6454769,3.960166742,1.974846242,0
1.113704007,2.414987344,3.102710214,1
3.334567109,5.340332833,2.958692446,1
2.692971646,7.454488661,2.775168738,0
6.544495028,5.037729604,6.475407796,1
4.474709264,2.00547649,5.708495835,1
4.597153632,3.555593505,4.180700247,0
1.506813151,1.373166878,3.622845959,0
3.415973698,1.808961738,2.913053004,1
6.294274589,6.079787529,3.05307781,0
3.695833319,2.177026216,4.299834731,1
1.048447279,7.70914324,3.729048241,0
6.029074612,1.423215756,1.174030903,0
4.898785326,7.81432107,6.996302615,1
1.490578386,4.445323755,1.978744201,1
3.434715718,5.920447747,7.590776123,0
3.891038882,6.066818198,4.920561015,0
3.181586392,6.348942122,2.820529853,0
6.162975777,7.155989117,1.279132202,0
3.718381987,5.986044924,4.557304941,0
5.335969947,2.715055944,4.475432773,0
5.364788875,4.449493238,3.610294348,0
6.616886318,6.303541284,4.991879542,1
5.578475561,1.00261435,7.778608111,0
5.756171826,1.586834455,1.572539075,0
3.875283764,6.436079812,6.058625013,0
5.642771997,3.054658523,6.490855005,0
1.189824443,3.434703463,1.262407108,0
6.711502752,5.543823416,2.40883076,0
1.525299454,6.906100844,3.324733289,0
7.306757046,1.483522881,4.968753639,0
1.495790643,2.857368899,1.076518507,0
2.337863683,5.972242056,1.597113796,0
6.438504737,1.357481864,4.240759133,0
2.421934526,3.348365774,4.149396181,0
3.826351574,7.25435104,6.314907786,0
4.123264397,2.596208917,7.076709207,0
5.244068281,5.003750413,2.298709895,1
5.035120199,2.337316677,6.314269937,0
1.416547365,7.998342674,1.69882723,0
2.278655595,4.512947501,2.54763188,1
3.072851632,6.740416579,7.26782015,1
3.632553604,5.45968848,6.626456934,0
5.991671593,6.969581433,2.171555604,0
1.876040102,5.809740409,7.893703014,0
4.004634046,6.442599532,6.726026567,1
1.21263927,2.026551568,4.103244639,0
4.179180686,2.91187855,5.093286204,0
6.56015689,2.822947691,7.205516735,0
4.298935474,3.488718308,6.675931406,0
2.654727275,2.826514838,6.199422545,0
7.209245117,6.987716695,6.893718462,1
1.881669496,6.144014752,3.846232864,0
2.885179793,6.980188274,7.109867418,0
7.17720703,6.140138763,7.343515269,1
6.253638753,6.040307828,7.2424417,1
1.683850591,7.883374923,1.058132502,0
6.708969111,2.133491553,5.31309485,0
7.008751202,6.363259149,4.183035341,1
1.820101098,7.677784557,4.977311054,0
1.961780137,2.861350321,7.29576718,1
4.837798982,1.60086299,2.187833045,0
1.413207551,2.602480267,6.368141234,0
4.468663038,3.32700666,1.79142681,0
1.051922661,7.662593061,6.363133877,0
